Entity,Label,Role,Verb,Voice,Sentiment,Uncertainty,Is_Violent,Is_Pronoun,Identity_Group
trump,WEST_ACTORS,PATIENT,need,passive,0.0,0.0,False,False,NAMED_ENTITY
ukraine,UKR_POLITICAL,AGENT,sound,active,-0.9094763398170471,0.0,False,False,NAMED_ENTITY
trump,WEST_ACTORS,PATIENT,involve,passive,-0.7790981531143188,0.0,False,False,NAMED_ENTITY
trump,WEST_ACTORS,PATIENT,make,active,-0.7790981531143188,0.0,False,False,NAMED_ENTITY
usa,WEST_ACTORS,PATIENT,thank,active,-0.7697469592094421,0.05,False,False,NAMED_ENTITY
usa,WEST_ACTORS,AGENT,do,active,-0.7697469592094421,0.05,False,False,NAMED_ENTITY
ukraine,UKR_POLITICAL,PATIENT,do,active,-0.7697469592094421,0.05,False,False,NAMED_ENTITY
ukraine,UKR_POLITICAL,AGENT,go,active,-0.5756865739822388,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,PATIENT,go,active,-0.5756865739822388,0.0,False,False,NAMED_ENTITY
ukraine,UKR_POLITICAL,AGENT,disappear,active,-0.5002171397209167,0.0,False,False,NAMED_ENTITY
they,OUT_GROUP,AGENT,go,active,-0.9023704528808594,0.0,False,True,OUT_GROUP
they,OUT_GROUP,AGENT,go,active,-0.9023704528808594,0.0,False,True,OUT_GROUP
russia,RU_POLITICAL,AGENT,intend,active,0.0,0.04,False,False,NAMED_ENTITY
russia,RU_POLITICAL,AGENT,speak,active,0.0,0.04,False,False,NAMED_ENTITY
trump,WEST_ACTORS,AGENT,hit,active,-0.674902617931366,0.0,False,False,NAMED_ENTITY
trump,WEST_ACTORS,PATIENT,hit,active,-0.674902617931366,0.0,False,False,NAMED_ENTITY
ukraine,UKR_POLITICAL,AGENT,disappear,active,-0.674902617931366,0.0,False,False,NAMED_ENTITY
ukraine,UKR_POLITICAL,AGENT,make,active,-0.6565934419631958,0.0,False,False,NAMED_ENTITY
ukraine,UKR_POLITICAL,AGENT,work,active,-0.6565934419631958,0.0,False,False,NAMED_ENTITY
ukraine,UKR_POLITICAL,PATIENT,push,active,0.0,0.0,False,False,NAMED_ENTITY
ukraine,UKR_POLITICAL,AGENT,advise,active,0.0,0.0222,False,False,NAMED_ENTITY
ukraine,UKR_POLITICAL,PATIENT,advise,active,0.0,0.0222,False,False,NAMED_ENTITY
ukraine,UKR_POLITICAL,AGENT,declare,active,0.0,0.0,False,False,NAMED_ENTITY
zelensky,UKR_POLITICAL,AGENT,give,active,0.0,0.0,False,False,NAMED_ENTITY
we,IN_GROUP,AGENT,get,active,0.8502515554428101,0.0,False,True,IN_GROUP
ukraine,UKR_POLITICAL,PATIENT,bring,active,0.0,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,PATIENT,use,active,-0.8254953026771545,0.0111,False,False,NAMED_ENTITY
un,INTL_ACTORS,AGENT,use,active,-0.8254953026771545,0.0111,False,False,NAMED_ENTITY
ukraine,UKR_POLITICAL,PATIENT,use,active,-0.8254953026771545,0.0111,False,False,NAMED_ENTITY
russia,RU_POLITICAL,PATIENT,set,active,-0.8551016449928284,0.04,False,False,NAMED_ENTITY
un,INTL_ACTORS,PATIENT,have,active,0.0,0.0,False,False,NAMED_ENTITY
russia,RU_POLITICAL,PATIENT,have,active,0.0,0.0,False,False,NAMED_ENTITY
putin,RU_POLITICAL,PATIENT,provoke,active,-0.618600606918335,0.0,False,False,NAMED_ENTITY
zelensky,UKR_POLITICAL,PATIENT,justify,active,-0.8778130412101746,0.0,False,False,NAMED_ENTITY
russia,RU_POLITICAL,AGENT,say,active,-0.6242928504943848,0.0,False,False,NAMED_ENTITY
russia,RU_POLITICAL,AGENT,hit,active,-0.6242928504943848,0.0,False,False,NAMED_ENTITY
kiev,UKR_POLITICAL,AGENT,say,active,0.0,0.0,False,False,NAMED_ENTITY
kiev,UKR_POLITICAL,AGENT,commit,active,-0.5795203447341919,0.0,False,False,NAMED_ENTITY
we,IN_GROUP,AGENT,have,active,-0.7094653844833374,0.0,False,True,IN_GROUP
russia,RU_POLITICAL,AGENT,talk,active,-0.7094653844833374,0.0,False,False,NAMED_ENTITY
russia,RU_POLITICAL,AGENT,deserve,active,-0.7094653844833374,0.0,False,False,NAMED_ENTITY
zelensky,UKR_POLITICAL,AGENT,tear,active,-0.8047910928726196,0.0,False,False,NAMED_ENTITY
zelensky,UKR_POLITICAL,PATIENT,tear,active,-0.8047910928726196,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,AGENT,count,active,-0.8047910928726196,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,AGENT,matter,active,0.0,0.0,False,False,NAMED_ENTITY
zelensky,UKR_POLITICAL,AGENT,command,active,-0.5095332264900208,0.0,False,False,NAMED_ENTITY
ukraine,UKR_POLITICAL,AGENT,react,active,-0.5095332264900208,0.0,False,False,NAMED_ENTITY
zelensky,UKR_POLITICAL,AGENT,belong,active,0.0,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,AGENT,admit,active,0.0,0.0,False,False,NAMED_ENTITY
zelensky,UKR_POLITICAL,AGENT,have,active,0.0,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,PATIENT,late,active,-0.521905779838562,0.0312,False,False,NAMED_ENTITY
un,INTL_ACTORS,PATIENT,defend,active,0.0,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,PATIENT,defend,active,0.0,0.0,False,False,NAMED_ENTITY
we,IN_GROUP,AGENT,talk,active,0.0,0.0,False,True,IN_GROUP
russia,RU_POLITICAL,AGENT,speak,active,0.0,0.0,False,False,NAMED_ENTITY
russia,RU_POLITICAL,AGENT,deserve,active,0.0,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,AGENT,provide,active,-0.8431691527366638,0.0182,False,False,NAMED_ENTITY
nato,WEST_ACTORS,PATIENT,provide,active,-0.8431691527366638,0.0182,False,False,NAMED_ENTITY
nato,WEST_ACTORS,AGENT,provide,active,-0.8431691527366638,0.0182,False,False,NAMED_ENTITY
ukraine,UKR_POLITICAL,AGENT,say,active,0.0,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,AGENT,suspect,active,0.0,0.0,False,False,NAMED_ENTITY
ukraine,UKR_POLITICAL,PATIENT,increase,active,0.0,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,AGENT,provide,active,0.0,0.0,False,False,NAMED_ENTITY
ukraine,UKR_POLITICAL,PATIENT,provide,active,0.0,0.0,False,False,NAMED_ENTITY
ukraine,UKR_POLITICAL,AGENT,amount,active,0.0,0.0,False,False,NAMED_ENTITY
russia,RU_POLITICAL,AGENT,import,active,0.0,0.0,False,False,NAMED_ENTITY
ukraine,UKR_POLITICAL,AGENT,give,active,-0.4892478883266449,0.0,False,False,NAMED_ENTITY
ukraine,UKR_POLITICAL,PATIENT,give,active,-0.4892478883266449,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,PATIENT,explain,active,0.0,0.0909,False,False,NAMED_ENTITY
russia,RU_POLITICAL,PATIENT,finance,active,0.0,0.0,False,False,NAMED_ENTITY
ukraine,UKR_POLITICAL,AGENT,pay,active,0.0,0.0,False,False,NAMED_ENTITY
ukraine,UKR_POLITICAL,AGENT,finance,active,-0.7706723213195801,0.0,False,False,NAMED_ENTITY
ukraine,UKR_POLITICAL,PATIENT,finance,active,-0.7706723213195801,0.0,False,False,NAMED_ENTITY
eu,WEST_ACTORS,PATIENT,enjoy,active,0.9754272699356079,0.0,False,False,NAMED_ENTITY
eu,WEST_ACTORS,AGENT,say,active,0.0,0.0,False,False,NAMED_ENTITY
usa,WEST_ACTORS,PATIENT,express,active,0.0,0.0,False,False,NAMED_ENTITY
eu,WEST_ACTORS,AGENT,prepare,active,0.0,0.0,False,False,NAMED_ENTITY
eu,WEST_ACTORS,PATIENT,prepare,active,0.0,0.0,False,False,NAMED_ENTITY
eu,WEST_ACTORS,PATIENT,blow,active,0.0,0.0,False,False,NAMED_ENTITY
eu,WEST_ACTORS,AGENT,report,active,0.0,0.0,False,False,NAMED_ENTITY
eu,WEST_ACTORS,AGENT,discuss,active,0.0,0.0,False,False,NAMED_ENTITY
trump,WEST_ACTORS,PATIENT,discuss,active,0.0,0.0,False,False,NAMED_ENTITY
eu,WEST_ACTORS,AGENT,have,active,0.0,0.0385,False,False,NAMED_ENTITY
russia,RU_POLITICAL,AGENT,focus,active,-0.7828324437141418,0.0192,False,False,NAMED_ENTITY
russia,RU_POLITICAL,PATIENT,change,active,-0.7828324437141418,0.0192,False,False,NAMED_ENTITY
russia,RU_POLITICAL,AGENT,sit,active,-0.7828324437141418,0.0192,False,False,NAMED_ENTITY
eu,WEST_ACTORS,AGENT,discuss,active,0.0,0.0,False,False,NAMED_ENTITY
trump,WEST_ACTORS,PATIENT,discuss,active,0.0,0.0,False,False,NAMED_ENTITY
trump,WEST_ACTORS,PATIENT,neutralize,active,0.0,0.0,False,False,NAMED_ENTITY
eu,WEST_ACTORS,PATIENT,neutralize,active,0.0,0.0,False,False,NAMED_ENTITY
eu,WEST_ACTORS,AGENT,cheat,active,-0.6484886407852173,0.0,False,False,NAMED_ENTITY
they,OUT_GROUP,AGENT,whistle,active,0.0,0.0,False,True,OUT_GROUP
putin,RU_POLITICAL,PATIENT,teach,active,-0.5593209862709045,0.0,False,False,NAMED_ENTITY
eu,WEST_ACTORS,AGENT,launch,active,-0.5593209862709045,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,PATIENT,launch,active,-0.5593209862709045,0.0,False,False,NAMED_ENTITY
lavrov,RU_POLITICAL,AGENT,announce,active,0.0,0.0,False,False,NAMED_ENTITY
russia,RU_POLITICAL,PATIENT,announce,active,0.0,0.0,False,False,NAMED_ENTITY
putin,RU_POLITICAL,PATIENT,prepare,active,-0.7467705607414246,0.0,False,False,NAMED_ENTITY
putin,RU_POLITICAL,AGENT,prepare,active,-0.7467705607414246,0.0,False,False,NAMED_ENTITY
putin,RU_POLITICAL,AGENT,win,active,-0.7467705607414246,0.0,False,False,NAMED_ENTITY
putin,RU_POLITICAL,AGENT,take,active,0.0,0.1071,False,False,NAMED_ENTITY
we,IN_GROUP,AGENT,go,active,0.0,0.0,False,True,IN_GROUP
eu,WEST_ACTORS,AGENT,improve,active,0.4986926019191742,0.0,False,False,NAMED_ENTITY
trump,WEST_ACTORS,PATIENT,suspend,passive,0.4986926019191742,0.0,False,False,NAMED_ENTITY
usa,WEST_ACTORS,AGENT,report,active,0.0,0.0,False,False,NAMED_ENTITY
germany,WEST_ACTORS,AGENT,make,active,0.0,0.0,False,False,NAMED_ENTITY
ukraine,UKR_POLITICAL,PATIENT,make,active,0.0,0.0,False,False,NAMED_ENTITY
ukraine,UKR_POLITICAL,PATIENT,welcome,active,0.0,0.0,False,False,NAMED_ENTITY
zelensky,UKR_POLITICAL,AGENT,late,active,0.0,0.0,False,False,NAMED_ENTITY
zelensky,UKR_POLITICAL,AGENT,welcome,active,0.0,0.0,False,False,NAMED_ENTITY
germany,WEST_ACTORS,AGENT,scar,active,-0.6755430102348328,0.009,False,False,NAMED_ENTITY
germany,WEST_ACTORS,AGENT,try,active,-0.6755430102348328,0.009,False,False,NAMED_ENTITY
germany,WEST_ACTORS,AGENT,attend,active,-0.6755430102348328,0.009,False,False,NAMED_ENTITY
germany,WEST_ACTORS,AGENT,agree,active,-0.8237581849098206,0.0,False,False,NAMED_ENTITY
zelensky,UKR_POLITICAL,PATIENT,late,active,-0.8237581849098206,0.0,False,False,NAMED_ENTITY
germany,WEST_ACTORS,PATIENT,call,active,0.0,0.0,False,False,NAMED_ENTITY
germany,WEST_ACTORS,AGENT,do,active,0.0,0.0312,False,False,NAMED_ENTITY
eu,WEST_ACTORS,PATIENT,do,active,0.0,0.0312,False,False,NAMED_ENTITY
trump,WEST_ACTORS,AGENT,appear,active,0.0,0.0312,False,False,NAMED_ENTITY
trump,WEST_ACTORS,AGENT,yell,active,-0.5630406737327576,0.0833,False,False,NAMED_ENTITY
zelensky,UKR_POLITICAL,PATIENT,humiliate,active,-0.5630406737327576,0.0833,False,False,NAMED_ENTITY
putin,RU_POLITICAL,AGENT,threaten,active,-0.572026252746582,0.0,False,False,NAMED_ENTITY
ukraine,UKR_POLITICAL,PATIENT,threaten,active,-0.572026252746582,0.0,False,False,NAMED_ENTITY
putin,RU_POLITICAL,AGENT,complain,active,-0.6506938934326172,0.0,False,False,NAMED_ENTITY
putin,RU_POLITICAL,PATIENT,give,passive,-0.6506938934326172,0.0,False,False,NAMED_ENTITY
putin,RU_POLITICAL,AGENT,weep,active,-0.6506938934326172,0.0,False,False,NAMED_ENTITY
putin,RU_POLITICAL,PATIENT,land,active,0.0,0.0256,False,False,NAMED_ENTITY
putin,RU_POLITICAL,AGENT,fly,active,0.0,0.0256,False,False,NAMED_ENTITY
they,OUT_GROUP,AGENT,sigh,active,0.0,0.0,False,True,OUT_GROUP
they,OUT_GROUP,AGENT,have,active,0.0,0.0,False,True,OUT_GROUP
they,OUT_GROUP,AGENT,go,active,-0.7487367987632751,0.0,False,True,OUT_GROUP
they,OUT_GROUP,AGENT,offer,active,0.0,0.0526,False,True,OUT_GROUP
they,OUT_GROUP,AGENT,offer,active,0.0,0.0,False,True,OUT_GROUP
they,OUT_GROUP,AGENT,pay,active,0.0,0.0,False,True,OUT_GROUP
kiev,UKR_POLITICAL,PATIENT,buy,active,0.0,0.0,False,False,NAMED_ENTITY
we,IN_GROUP,AGENT,go,active,0.0,0.0,False,True,IN_GROUP
trump,WEST_ACTORS,AGENT,fit,active,-0.6283003091812134,0.0,False,False,NAMED_ENTITY
trump,WEST_ACTORS,AGENT,remember,active,0.0,0.0,False,False,NAMED_ENTITY
trump,WEST_ACTORS,PATIENT,remind,passive,0.0,0.0,False,False,NAMED_ENTITY
zelensky,UKR_POLITICAL,AGENT,use,active,0.0,0.0,False,False,NAMED_ENTITY
trump,WEST_ACTORS,PATIENT,sell,active,0.0,0.0,False,False,NAMED_ENTITY
trump,WEST_ACTORS,PATIENT,tell,active,0.0,0.0,False,False,NAMED_ENTITY
russia,RU_POLITICAL,PATIENT,hit,active,0.0,0.0,False,False,NAMED_ENTITY
eu,WEST_ACTORS,AGENT,rejoice,active,-0.5671513080596924,0.0,False,False,NAMED_ENTITY
zelensky,UKR_POLITICAL,AGENT,tell,active,0.8026302456855774,0.0,False,False,NAMED_ENTITY
zelensky,UKR_POLITICAL,PATIENT,tell,active,0.8026302456855774,0.0,False,False,NAMED_ENTITY
ukraine,UKR_POLITICAL,AGENT,have,active,0.8026302456855774,0.0,False,False,NAMED_ENTITY
eu,WEST_ACTORS,PATIENT,have,active,0.8026302456855774,0.0,False,False,NAMED_ENTITY
zelensky,UKR_POLITICAL,PATIENT,ignore,active,-0.7871749997138977,0.0909,False,False,NAMED_ENTITY
zelensky,UKR_POLITICAL,AGENT,meet,active,0.0,0.0,False,False,NAMED_ENTITY
russia,RU_POLITICAL,AGENT,sneak,active,0.0,0.0,False,False,NAMED_ENTITY
russia,RU_POLITICAL,PATIENT,sneak,active,0.0,0.0,False,False,NAMED_ENTITY
russia,RU_POLITICAL,AGENT,take,active,-0.7966163158416748,0.0,False,False,NAMED_ENTITY
usa,WEST_ACTORS,PATIENT,take,active,-0.7966163158416748,0.0,False,False,NAMED_ENTITY
russia,RU_POLITICAL,PATIENT,blame,active,-0.8005759716033936,0.0,False,False,NAMED_ENTITY
russia,RU_POLITICAL,PATIENT,disregard,active,-0.8005759716033936,0.0,False,False,NAMED_ENTITY
russia,RU_POLITICAL,AGENT,forget,active,-0.8005759716033936,0.0,False,False,NAMED_ENTITY
kiev,UKR_POLITICAL,AGENT,agree,active,-0.8005759716033936,0.0,False,False,NAMED_ENTITY
kiev,UKR_POLITICAL,PATIENT,accept,active,-0.8005759716033936,0.0,False,False,NAMED_ENTITY
usa,WEST_ACTORS,AGENT,estimate,active,0.0,0.0,False,False,NAMED_ENTITY
kiev,UKR_POLITICAL,AGENT,need,active,0.0,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,PATIENT,recommend,active,0.0,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,PATIENT,understate,passive,-0.8287014961242676,0.0,False,False,NAMED_ENTITY
putin,RU_POLITICAL,AGENT,put,active,-0.839799702167511,0.0,False,False,NAMED_ENTITY
putin,RU_POLITICAL,AGENT,serve,active,-0.8594112396240234,0.0,False,False,NAMED_ENTITY
kiev,UKR_POLITICAL,AGENT,do,active,0.0,0.0,False,False,NAMED_ENTITY
we,IN_GROUP,AGENT,recall,active,-0.6519544720649719,0.0,False,True,IN_GROUP
zelensky,UKR_POLITICAL,PATIENT,late,active,-0.6519544720649719,0.0,False,False,NAMED_ENTITY
usa,WEST_ACTORS,AGENT,lose,active,-0.6519544720649719,0.0,False,False,NAMED_ENTITY
trump,WEST_ACTORS,AGENT,boast,active,0.0,0.0,False,False,NAMED_ENTITY
russia,RU_POLITICAL,PATIENT,stop,active,0.0,0.0,False,False,NAMED_ENTITY
eu,WEST_ACTORS,PATIENT,boast,active,0.0,0.0,False,False,NAMED_ENTITY
usa,WEST_ACTORS,PATIENT,grease,active,0.0,0.0,False,False,NAMED_ENTITY
moscow,RU_POLITICAL,PATIENT,expose,active,0.0,0.0,False,False,NAMED_ENTITY
moscow,RU_POLITICAL,AGENT,pay,active,-0.6211152672767639,0.0,False,False,NAMED_ENTITY
russia,RU_POLITICAL,AGENT,go,active,0.0,0.0,False,False,NAMED_ENTITY
russia,RU_POLITICAL,AGENT,go,active,-0.8617476224899292,0.0,False,False,NAMED_ENTITY
russia,RU_POLITICAL,AGENT,carry,active,-0.8617476224899292,0.0,False,False,NAMED_ENTITY
trump,WEST_ACTORS,AGENT,insult,active,-0.7692287564277649,0.0,False,False,NAMED_ENTITY
trump,WEST_ACTORS,PATIENT,insult,active,-0.7692287564277649,0.0,False,False,NAMED_ENTITY
trump,WEST_ACTORS,AGENT,boast,active,-0.7692287564277649,0.0,False,False,NAMED_ENTITY
russia,RU_POLITICAL,PATIENT,stop,active,-0.7692287564277649,0.0,False,False,NAMED_ENTITY
russia,RU_POLITICAL,AGENT,have,active,-0.8453347086906433,0.0556,False,False,NAMED_ENTITY
usa,WEST_ACTORS,PATIENT,have,active,-0.8453347086906433,0.0556,False,False,NAMED_ENTITY
usa,WEST_ACTORS,AGENT,call,active,-0.7759716510772705,0.0,False,False,NAMED_ENTITY
russia,RU_POLITICAL,AGENT,discuss,active,-0.7759716510772705,0.0,False,False,NAMED_ENTITY
ukraine,UKR_POLITICAL,PATIENT,seize,active,-0.7759716510772705,0.0,False,False,NAMED_ENTITY
ukraine,UKR_POLITICAL,AGENT,state,active,-0.7759716510772705,0.0,False,False,NAMED_ENTITY
usa,WEST_ACTORS,AGENT,take,active,-0.7759716510772705,0.0,False,False,NAMED_ENTITY
we,IN_GROUP,AGENT,ignore,active,-0.8418710231781006,0.0,False,True,IN_GROUP
un,INTL_ACTORS,AGENT,sound,active,-0.7739557027816772,0.0,False,False,NAMED_ENTITY
they,OUT_GROUP,AGENT,call,active,-0.7739557027816772,0.0,False,True,OUT_GROUP
un,INTL_ACTORS,PATIENT,roll,active,0.0,0.0,False,False,NAMED_ENTITY
putin,RU_POLITICAL,PATIENT,choose,active,0.0,0.0,False,False,NAMED_ENTITY
putin,RU_POLITICAL,AGENT,demonstrate,active,-0.8780791759490967,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,AGENT,get,active,0.0,0.0,False,False,NAMED_ENTITY
ukraine,UKR_POLITICAL,PATIENT,prove,active,0.0,0.0,False,False,NAMED_ENTITY
ukraine,UKR_POLITICAL,AGENT,owe,active,0.0,0.0,False,False,NAMED_ENTITY
ukraine,UKR_POLITICAL,PATIENT,owe,active,0.0,0.0,False,False,NAMED_ENTITY
usa,WEST_ACTORS,PATIENT,draw,active,0.0,0.0,False,False,NAMED_ENTITY
russia,RU_POLITICAL,AGENT,respect,active,0.0,0.0,False,False,NAMED_ENTITY
usa,WEST_ACTORS,PATIENT,respect,active,0.0,0.0,False,False,NAMED_ENTITY
russia,RU_POLITICAL,AGENT,become,active,0.0,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,AGENT,account,active,0.0,0.0,False,False,NAMED_ENTITY
zelensky,UKR_POLITICAL,AGENT,lie,active,-0.7435396909713745,0.0,False,False,NAMED_ENTITY
ukraine,UKR_POLITICAL,AGENT,need,active,0.0,0.0,False,False,NAMED_ENTITY
ukraine,UKR_POLITICAL,AGENT,work,active,0.8503601551055908,0.0,False,False,NAMED_ENTITY
ukraine,UKR_POLITICAL,AGENT,start,active,0.0,0.0,False,False,NAMED_ENTITY
ukraine,UKR_POLITICAL,AGENT,work,active,0.0,0.0714,False,False,NAMED_ENTITY
russia,RU_POLITICAL,PATIENT,hit,passive,-0.6289822459220886,0.0,False,False,NAMED_ENTITY
we,IN_GROUP,AGENT,talk,active,0.0,0.0,False,True,IN_GROUP
un,INTL_ACTORS,AGENT,understand,active,0.0,0.0,False,False,NAMED_ENTITY
zelensky,UKR_POLITICAL,AGENT,say,active,0.0,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,PATIENT,give,active,0.0,0.0,False,False,NAMED_ENTITY
germany,WEST_ACTORS,PATIENT,use,passive,0.0,0.0,False,False,NAMED_ENTITY
germany,WEST_ACTORS,PATIENT,promise,active,0.0,0.0,False,False,NAMED_ENTITY
germany,WEST_ACTORS,AGENT,promise,active,0.0,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,AGENT,come,active,-0.6750806570053101,0.0,False,False,NAMED_ENTITY
zelensky,UKR_POLITICAL,PATIENT,believe,active,0.0,0.0,False,False,NAMED_ENTITY
zelensky,UKR_POLITICAL,AGENT,decide,active,0.0,0.0,False,False,NAMED_ENTITY
they,OUT_GROUP,AGENT,promise,active,0.0,0.0,False,True,OUT_GROUP
zelensky,UKR_POLITICAL,PATIENT,feed,active,0.0,0.0,False,False,NAMED_ENTITY
zelensky,UKR_POLITICAL,AGENT,do,active,0.0,0.0,False,False,NAMED_ENTITY
zelensky,UKR_POLITICAL,AGENT,beg,active,0.0,0.0,False,False,NAMED_ENTITY
zelensky,UKR_POLITICAL,AGENT,have,active,0.0,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,PATIENT,have,active,0.0,0.0,False,False,NAMED_ENTITY
we,IN_GROUP,AGENT,have,active,0.900640606880188,0.0,False,True,IN_GROUP
usa,WEST_ACTORS,PATIENT,have,active,0.900640606880188,0.0,False,False,NAMED_ENTITY
we,IN_GROUP,AGENT,have,active,0.900640606880188,0.0,False,True,IN_GROUP
russia,RU_POLITICAL,AGENT,go,active,0.0,0.0,False,False,NAMED_ENTITY
russia,RU_POLITICAL,AGENT,try,active,0.0,0.0,False,False,NAMED_ENTITY
trump,WEST_ACTORS,AGENT,want,active,-0.8277426958084106,0.0,False,False,NAMED_ENTITY
trump,WEST_ACTORS,AGENT,negotiate,active,-0.8277426958084106,0.0,False,False,NAMED_ENTITY
russia,RU_POLITICAL,AGENT,have,active,0.0,0.0,False,False,NAMED_ENTITY
russia,RU_POLITICAL,AGENT,deprive,active,0.0,0.0,False,False,NAMED_ENTITY
russia,RU_POLITICAL,PATIENT,deprive,active,0.0,0.0,False,False,NAMED_ENTITY
russia,RU_POLITICAL,AGENT,lose,active,-0.6101471185684204,0.0,False,False,NAMED_ENTITY
russia,RU_POLITICAL,PATIENT,lose,active,-0.6101471185684204,0.0,False,False,NAMED_ENTITY
zelensky,UKR_POLITICAL,AGENT,take,active,-0.8047073483467102,0.0,False,False,NAMED_ENTITY
zelensky,UKR_POLITICAL,PATIENT,take,active,-0.8047073483467102,0.0,False,False,NAMED_ENTITY
zelensky,UKR_POLITICAL,PATIENT,hold,active,-0.8047073483467102,0.0,False,False,NAMED_ENTITY
usa,WEST_ACTORS,PATIENT,justify,active,0.0,0.0,False,False,NAMED_ENTITY
russia,RU_POLITICAL,PATIENT,express,active,0.0,0.0,False,False,NAMED_ENTITY
russia,RU_POLITICAL,AGENT,express,active,0.0,0.0,False,False,NAMED_ENTITY
russia,RU_POLITICAL,PATIENT,express,active,0.0,0.0,False,False,NAMED_ENTITY
we,IN_GROUP,PATIENT,distract,passive,0.0,0.0,False,True,IN_GROUP
zelensky,UKR_POLITICAL,AGENT,have,active,0.0,0.0,False,False,NAMED_ENTITY
they,OUT_GROUP,AGENT,demonstrate,active,0.0,0.0,False,True,OUT_GROUP
usa,WEST_ACTORS,PATIENT,demonstrate,active,0.0,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,PATIENT,postpone,passive,0.0,0.0,False,False,NAMED_ENTITY
zelensky,UKR_POLITICAL,AGENT,choose,active,0.0,0.04,False,False,NAMED_ENTITY
zelensky,UKR_POLITICAL,AGENT,do,active,0.0,0.04,False,False,NAMED_ENTITY
zelensky,UKR_POLITICAL,AGENT,reboot,active,0.0,0.0,False,False,NAMED_ENTITY
eu,WEST_ACTORS,AGENT,remind,active,0.0,0.0,False,False,NAMED_ENTITY
we,IN_GROUP,PATIENT,remind,active,0.0,0.0,False,True,IN_GROUP
un,INTL_ACTORS,PATIENT,engage,passive,0.7058311104774475,0.0,False,False,NAMED_ENTITY
ukraine,UKR_POLITICAL,AGENT,flee,active,-0.7542838454246521,0.0,False,False,NAMED_ENTITY
ukraine,UKR_POLITICAL,PATIENT,flee,active,-0.7542838454246521,0.0,False,False,NAMED_ENTITY
zelensky,UKR_POLITICAL,AGENT,destroy,active,-0.7542838454246521,0.0,True,False,NAMED_ENTITY
kiev,UKR_POLITICAL,AGENT,push,active,0.0,0.0,False,False,NAMED_ENTITY
kiev,UKR_POLITICAL,PATIENT,push,active,0.0,0.0,False,False,NAMED_ENTITY
eu,WEST_ACTORS,AGENT,become,active,-0.8260031342506409,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,AGENT,impose,active,0.0,0.025,False,False,NAMED_ENTITY
moscow,RU_POLITICAL,PATIENT,impose,active,0.0,0.025,False,False,NAMED_ENTITY
moscow,RU_POLITICAL,PATIENT,add,passive,0.0,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,AGENT,end,active,-0.6739650964736938,0.0526,False,False,NAMED_ENTITY
russia,RU_POLITICAL,PATIENT,take,active,-0.6088140606880188,0.0,False,False,NAMED_ENTITY
russia,RU_POLITICAL,AGENT,help,active,-0.6088140606880188,0.0,False,False,NAMED_ENTITY
zelensky,UKR_POLITICAL,AGENT,go,active,-0.6088140606880188,0.0,False,False,NAMED_ENTITY
they,OUT_GROUP,AGENT,want,active,0.0,0.0,False,True,OUT_GROUP
kiev,UKR_POLITICAL,AGENT,inerte,active,-0.6208764910697937,0.0,False,False,NAMED_ENTITY
kiev,UKR_POLITICAL,PATIENT,inerte,active,-0.6208764910697937,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,AGENT,become,active,0.0,0.0,False,False,NAMED_ENTITY
ukraine,UKR_POLITICAL,AGENT,parasite,active,-0.522998034954071,0.0,False,False,NAMED_ENTITY
eu,WEST_ACTORS,PATIENT,parasite,active,-0.522998034954071,0.0,False,False,NAMED_ENTITY
putin,RU_POLITICAL,AGENT,say,active,0.0,0.0,False,False,NAMED_ENTITY
putin,RU_POLITICAL,AGENT,start,active,0.0,0.0,False,False,NAMED_ENTITY
eu,WEST_ACTORS,PATIENT,start,active,0.0,0.0,False,False,NAMED_ENTITY
eu,WEST_ACTORS,AGENT,withdraw,active,-0.5557683110237122,0.0,False,False,NAMED_ENTITY
russia,RU_POLITICAL,AGENT,keep,active,-0.5557683110237122,0.0,False,False,NAMED_ENTITY
eu,WEST_ACTORS,AGENT,wait,active,-0.5557683110237122,0.0,False,False,NAMED_ENTITY
